5000 12000
685 4537 76
686 3369 15
686 4094 86
686 3017 62
687 1485 100
687 1301 31
687 4123 43
688 4237 36
688 420 7
688 3739 39
689 1890 77
689 2982 66
689 4576 41
690 2689 31
690 1288 63
690 3093 85
691 1874 98
691 2552 98
691 4691 62
692 3362 20
692 3308 60
692 2319 5
693 1392 98
693 2248 21
693 2937 80
694 3884 57
694 1095 78
694 890 91
695 3183 22
695 1294 85
695 906 49
696 3298 28
696 3856 53
696 4125 40
697 3214 20
697 1121 97
697 3898 88
698 288 40
698 4650 35
698 1297 40
699 3760 22
699 387 89
699 2421 67
700 1219 33
700 4351 93
700 3200 38
701 3437 97
701 587 49
701 551 27
702 1076 76
702 929 95
702 2808 38
703 558 6
703 4827 6
703 3952 68
704 4342 54
704 1481 66
704 916 8
705 3314 39
705 4969 9
705 1648 37
706 2737 32
706 4182 42
706 3328 73
707 67 55
707 2400 74
707 3063 20
708 2044 98
708 3855 42
708 4084 58
709 3643 12
709 1477 56
709 2636 10
710 3667 84
710 3238 61
710 1676 47
711 667 49
711 2005 24
711 3292 85
712 333 56
712 1298 46
712 3822 86
713 2897 64
713 1541 23
713 2288 98
714 1593 99
714 2144 31
714 3858 90
715 1505 22
715 4731 32
715 2506 6
716 3777 22
716 2551 33
716 3218 48
717 4567 28
717 2678 24
717 992 24
718 114 98
718 510 15
718 1697 76
719 1128 26
719 1526 24
719 814 48
720 2288 82
720 3253 49
720 3386 69
721 4413 37
721 3180 4
721 3077 9
722 709 26
722 2049 69
722 1594 89
723 2400 96
723 3097 33
723 3837 74
724 2365 76
724 851 63
724 2510 95
725 41 61
725 1561 1
725 3653 26
726 2339 20
726 1633 13
726 2486 18
727 2196 99
727 3871 24
727 3138 41
728 4879 78
728 982 31
728 337 85
729 477 39
729 3451 64
729 3929 67
730 1780 1
730 1276 16
730 4310 75
731 2051 15
731 616 5
731 1186 92
732 4066 34
732 2599 48
732 1093 46
733 2861 49
733 657 17
733 3374 91
734 4731 62
734 2291 61
734 4283 27
735 4115 35
735 3287 18
735 3309 81
736 4341 5
736 1343 79
736 2036 20
737 3189 99
737 3667 89
737 2986 5
738 157 69
738 4463 73
738 1988 97
739 3396 27
739 377 21
739 1685 75
740 300 58
740 2324 56
740 3027 83
741 4368 92
741 3671 3
741 2052 50
742 2806 34
742 1080 84
742 889 56
743 1358 3
743 2192 65
743 892 26
744 871 58
744 3167 47
744 4944 75
745 4148 69
745 3400 8
745 847 82
746 4901 69
746 441 3
746 4248 38
747 4700 68
747 2047 54
747 2277 20
748 345 28
748 2475 27
748 1239 97
749 2651 22
749 2608 67
749 987 52
750 1715 98
750 2362 28
750 3109 35
751 2158 90
751 1868 88
751 4913 68
752 1188 81
752 2454 38
752 1575 74
753 3718 24
753 2975 19
753 2312 2
754 3431 56
754 4483 85
754 3141 88
755 2920 63
755 2951 2
755 2888 6
756 3272 71
756 1348 50
756 2662 66
757 2427 3
757 1847 19
757 514 70
758 1630 45
758 1819 61
758 1023 43
759 4883 86
759 1575 73
759 2637 33
760 2299 65
760 1736 9
760 3632 8
761 3839 7
761 4979 22
761 3468 69
762 118 10
762 4096 67
762 2311 9
763 400 27
763 316 92
763 4711 58
764 2700 53
764 1607 96
764 4556 64
765 3458 30
765 1777 79
765 4732 32
766 3652 28
766 3630 84
766 3987 20
767 1793 46
767 4337 42
767 3340 28
768 3840 36
768 1388 85
768 3254 9
769 4893 27
769 2842 65
769 3986 66
770 4901 83
770 1538 7
770 4666 81
771 262 26
771 2679 44
771 2433 60
772 1003 94
772 1297 49
772 3921 68
773 2550 15
773 3147 40
773 1508 27
774 4813 33
774 3345 97
774 1180 81
775 642 13
775 4864 62
775 1465 40
776 1614 73
776 1941 55
776 1601 73
777 4152 32
777 209 22
777 1987 27
778 3794 31
778 3393 54
778 3691 9
779 4857 4
779 4304 19
779 2511 66
780 4255 27
780 1009 23
780 4309 17
781 2725 97
781 2349 62
781 1298 94
782 423 47
782 804 18
782 2848 24
783 1858 42
783 1890 43
783 3263 9
784 1415 45
784 361 20
784 3023 14
785 1026 34
785 2723 4
785 530 7
786 518 3
786 3442 56
786 3422 70
787 1023 56
787 3879 56
787 137 15
788 1292 85
788 3926 19
788 1890 71
789 2284 11
789 2870 80
789 4026 18
790 385 3
790 312 2
790 2478 68
791 1577 10
791 3256 72
791 4246 78
792 2587 40
792 4051 85
792 1397 2
793 1796 65
793 4189 24
793 1505 13
794 117 29
794 1620 56
794 590 27
795 1170 90
795 850 83
795 1426 20
796 2897 93
796 2998 22
796 192 61
797 1571 91
797 4431 23
797 3744 89
798 1517 99
798 3257 38
798 4340 80
799 4658 29
799 790 25
799 1336 27
800 4344 100
800 660 67
800 1260 62
801 3396 80
801 1327 75
801 1762 100
802 1707 93
802 3079 31
802 3285 89
803 204 100
803 996 26
803 3146 25
804 1737 12
804 2934 53
804 2466 30
805 4556 66
805 4647 45
805 2090 55
806 3619 25
806 2081 21
806 1987 23
807 3319 60
807 2898 88
807 1098 98
808 110 25
808 4216 45
808 2946 91
809 3648 29
809 1790 72
809 3921 69
810 2832 74
810 1655 75
810 2674 56
811 2256 67
811 1061 86
811 2504 33
812 2469 71
812 3667 89
812 3756 64
813 1633 12
813 416 12
813 242 37
814 3111 65
814 1935 3
814 4751 53
815 328 63
815 2448 71
815 2058 31
816 4189 56
816 4716 99
816 3242 85
817 4282 3
817 2741 19
817 3853 84
818 2416 56
818 2737 53
818 4398 56
819 2336 75
819 3233 64
819 3160 47
820 2472 40
820 3948 59
820 3627 24
821 1605 46
821 4436 48
821 488 7
822 1082 6
822 4086 59
822 2749 81
823 1085 75
823 2660 40
823 4297 85
824 1709 69
824 540 69
824 4762 46
825 3999 60
825 3124 43
825 4248 50
826 3462 71
826 208 47
826 2377 8
827 944 9
827 2341 96
827 2400 99
828 3998 57
828 1914 37
828 683 18
829 3250 16
829 1009 73
829 753 61
830 2115 19
830 380 88
830 1531 27
831 4153 41
831 1015 1
831 454 54
832 1126 65
832 1238 76
832 4639 54
833 4131 38
833 4947 75
833 1979 41
834 1730 61
834 4222 35
834 2753 62
835 1010 15
835 684 40
835 2983 26
836 2911 16
836 610 57
836 429 56
837 2764 53
837 4979 60
837 2182 71
838 4380 62
838 1820 76
838 4701 19
839 2698 69
839 756 67
839 2902 35
840 1508 26
840 4156 33
840 1386 12
841 1239 20
841 4485 6
841 4473 98
842 1949 75
842 738 35
842 2828 14
843 247 91
843 1341 52
843 618 3
844 2476 81
844 3501 65
844 119 79
845 50 82
845 514 63
845 1849 37
846 1854 86
846 4784 44
846 1084 36
847 3638 87
847 3663 97
847 1981 67
848 4158 65
848 262 4
848 3030 36
849 2284 65
849 752 55
849 752 76
850 4066 69
850 161 87
850 2531 96
851 4 98
851 2829 65
851 628 42
852 4359 6
852 2526 47
852 4433 12
853 2297 23
853 2024 44
853 3607 14
854 1588 77
854 1297 73
854 292 9
855 579 90
855 3368 93
855 189 27
856 3438 4
856 2654 64
856 1796 91
857 3756 89
857 2432 56
857 759 46
858 663 100
858 1851 99
858 4206 82
859 2160 22
859 188 34
859 2194 13
860 25 53
860 3845 53
860 3494 56
861 1886 78
861 4418 16
861 3526 69
862 2738 88
862 1886 46
862 4273 58
863 2871 6
863 4531 96
863 3782 52
864 2682 32
864 3294 79
864 4706 76
865 1248 22
865 2288 3
865 4143 2
866 266 78
866 2022 7
866 1564 13
867 2373 77
867 4951 92
867 3205 65
868 2794 16
868 2126 28
868 1060 5
869 4327 17
869 3431 69
869 76 83
870 4322 93
870 1880 52
870 4337 37
871 1964 84
871 4538 9
871 4068 39
872 1917 37
872 2917 46
872 1689 23
873 688 80
873 3026 31
873 1782 57
874 404 10
874 1347 55
874 619 88
875 4327 92
875 2488 90
875 777 61
876 3232 73
876 631 72
876 471 33
877 2000 8
877 2123 66
877 3360 68
878 924 46
878 1184 68
878 1886 79
879 4710 7
879 4582 32
879 4395 85
880 1392 80
880 4269 93
880 178 87
881 35 98
881 330 3
881 75 48
882 3952 24
882 4512 58
882 403 50
883 4984 31
883 1776 16
883 4195 98
884 24 3
884 2755 57
884 3674 61
885 4766 3
885 3862 85
885 3670 36
886 2786 31
886 2507 30
886 149 13
887 372 16
887 4838 85
887 4819 28
888 2113 86
888 3472 12
888 2948 48
889 4212 33
889 1255 34
889 3349 93
890 4910 95
890 1135 38
890 752 89
891 2109 22
891 2618 99
891 4523 27
892 1494 42
892 2190 46
892 772 3
893 913 76
893 939 98
893 565 80
894 2820 15
894 4190 86
894 1599 57
895 3222 51
895 3863 99
895 1678 84
896 3883 80
896 4915 16
896 4838 14
897 244 58
897 4407 19
897 4248 90
898 4554 47
898 3420 36
898 112 60
899 4107 55
899 2180 10
899 720 69
900 2776 70
900 4214 66
900 3758 28
901 1557 44
901 2697 32
901 1808 87
902 4308 64
902 4223 17
902 3434 79
903 1585 20
903 3944 42
903 692 44
904 2261 61
904 2840 15
904 3250 18
905 1202 8
905 4021 46
905 716 31
906 949 65
906 3695 87
906 4380 56
907 4524 17
907 2035 52
907 4122 5
908 821 99
908 4422 32
908 2681 41
909 3509 35
909 3467 23
909 748 24
910 4184 94
910 908 54
910 4679 79
911 3513 90
911 293 27
911 3843 93
912 3641 51
912 2024 22
912 1582 94
913 851 61
913 4593 27
913 445 91
914 3371 32
914 3346 80
914 2963 49
915 1109 7
915 3215 82
915 4326 17
916 3180 42
916 1816 8
916 3428 47
917 2539 20
917 1654 50
917 2505 52
918 3017 86
918 1977 59
918 3597 91
919 1250 20
919 4444 57
919 4807 35
920 516 30
920 3746 63
920 154 52
921 3667 23
921 3469 79
921 484 50
922 2328 46
922 2644 16
922 1956 97
923 72 14
923 4445 96
923 4235 84
924 4086 55
924 3350 37
924 1016 6
925 809 12
925 4297 80
925 1879 57
926 3644 15
926 1172 8
926 2916 26
927 588 21
927 214 39
927 3949 57
928 3040 73
928 4423 5
928 1653 62
929 316 4
929 4224 100
929 1023 53
930 278 45
930 4952 17
930 3231 72
931 3919 98
931 2611 7
931 898 33
932 3961 41
932 1235 94
932 815 49
933 4670 95
933 150 62
933 408 30
934 2115 50
934 4179 72
934 3854 14
935 1473 98
935 2935 83
935 3023 33
936 2850 10
936 2381 22
936 880 74
937 685 10
937 416 88
937 1890 51
938 3828 19
938 352 34
938 4522 56
939 595 35
939 4585 93
939 1828 97
940 1159 89
940 2107 23
940 1322 24
941 1163 10
941 1626 70
941 926 39
942 4010 62
942 4811 51
942 1835 39
943 4456 2
943 2006 71
943 192 52
944 1857 77
944 350 39
944 133 42
945 977 43
945 3483 47
945 1597 18
946 4212 51
946 4916 76
946 3979 77
947 1462 81
947 875 27
947 239 71
948 2040 62
948 1463 63
948 4095 94
949 4765 30
949 1200 50
949 1286 54
950 3361 56
950 1678 95
950 1136 89
951 1809 71
951 2723 46
951 2680 36
952 652 100
952 4122 36
952 4688 81
953 4386 9
953 838 53
953 3868 98
954 2115 92
954 4379 84
954 3370 51
955 1001 28
955 2359 86
955 3661 35
956 4153 84
956 3247 33
956 1595 28
957 4232 43
957 810 25
957 2671 39
958 4925 86
958 1911 82
958 4192 62
959 573 68
959 3578 19
959 483 64
960 1824 73
960 3040 58
960 3824 66
961 4746 32
961 661 76
961 4612 9
962 4303 33
962 440 43
962 1746 31
963 2146 12
963 4019 93
963 347 75
964 4991 1
964 262 61
964 2764 1
965 151 81
965 779 29
965 797 42
966 740 33
966 2236 7
966 2655 26
967 2853 76
967 2087 40
967 1423 3
968 3212 60
968 2208 1
968 2407 6
969 4869 95
969 1500 59
969 1835 43
970 3717 91
970 3977 29
970 1683 76
971 4505 51
971 948 1
971 303 89
972 414 9
972 1535 25
972 4368 13
973 1645 51
973 4941 72
973 3846 84
974 2514 6
974 2748 50
974 2926 84
975 150 31
975 2269 91
975 3749 65
976 2389 97
976 343 33
976 4899 46
977 2784 91
977 1660 25
977 3237 4
978 2750 70
978 2175 17
978 143 60
979 2881 14
979 4309 35
979 227 63
980 245 22
980 249 23
980 1885 78
981 3572 65
981 3290 52
981 2880 95
982 2328 56
982 4298 83
982 4931 13
983 2900 75
983 3744 85
983 4728 3
984 395 23
984 3576 61
984 2927 42
985 4788 78
985 1246 3
985 3968 70
986 4123 85
986 1657 75
986 2242 28
987 4308 82
987 1629 51
987 1170 25
988 1983 39
988 4564 69
988 4397 57
989 4676 27
989 2647 9
989 800 66
990 3753 79
990 1139 64
990 2888 24
991 4689 92
991 794 8
991 3053 39
992 1209 3
992 842 40
992 3891 34
993 2728 86
993 3241 27
993 4204 43
994 4715 65
994 3485 31
994 4768 71
995 2942 99
995 65 82
995 171 44
996 3355 41
996 1105 95
996 659 34
997 1691 52
997 3401 2
997 4085 90
998 488 41
998 1859 70
998 1526 89
999 1792 91
999 2653 46
999 4021 86
1000 3357 41
1000 3627 81
1000 2215 74
1001 4116 11
1001 428 34
1001 912 95
1002 1687 88
1002 4531 4
1002 227 50
1003 135 29
1003 3760 32
1003 685 4
1004 922 54
1004 4452 100
1004 874 5
1005 707 82
1005 2310 36
1005 3742 74
1006 2215 78
1006 598 31
1006 3536 57
1007 4981 66
1007 4023 89
1007 74 50
1008 757 37
1008 404 58
1008 569 73
1009 4827 59
1009 1487 47
1009 4177 19
1010 4108 82
1010 693 100
1010 4136 30
1011 1159 17
1011 954 48
1011 1399 100
1012 3857 35
1012 1131 33
1012 2568 64
1013 2743 64
1013 6 17
1013 2599 50
1014 2292 84
1014 933 30
1014 4016 18
1015 439 79
1015 2795 65
1015 959 53
1016 4711 45
1016 4722 56
1016 3872 97
1017 330 4
1017 4756 37
1017 4005 4
1018 3262 67
1018 3663 69
1018 4968 5
1019 1702 34
1019 4469 15
1019 2938 9
1020 150 88
1020 3817 34
1020 1250 69
1021 3087 68
1021 3703 15
1021 3261 88
1022 3224 86
1022 937 99
1022 4948 7
1023 4681 25
1023 4721 36
1023 953 5
1024 3404 65
1024 1516 80
1024 2765 63
1025 4445 11
1025 2501 46
1025 1748 86
1026 860 19
1026 3835 56
1026 1664 19
1027 1588 29
1027 32 99
1027 234 64
1028 2859 94
1028 116 34
1028 1450 66
1029 3506 59
1029 4041 8
1029 4793 28
1030 941 96
1030 1904 94
1030 4989 33
1031 2933 46
1031 168 93
1031 1120 97
1032 2245 13
1032 4120 13
1032 1600 98
1033 601 42
1033 4320 48
1033 4155 13
1034 1381 46
1034 4137 65
1034 2377 77
1035 231 84
1035 984 21
1035 1601 3
1036 4303 62
1036 3676 39
1036 4926 21
1037 53 3
1037 576 70
1037 3868 16
1038 372 37
1038 1150 45
1038 1819 70
1039 4498 4
1039 4050 27
1039 2704 27
1040 3247 52
1040 694 61
1040 3515 76
1041 1739 22
1041 3450 28
1041 1533 14
1042 3228 6
1042 287 89
1042 2757 53
1043 3047 92
1043 139 89
1043 4803 55
1044 279 7
1044 3266 88
1044 780 18
1045 1605 91
1045 4711 58
1045 4871 10
1046 1788 28
1046 347 53
1046 1095 100
1047 2360 84
1047 2400 85
1047 4880 6
1048 897 65
1048 4281 18
1048 1161 49
1049 2977 58
1049 3666 14
1049 384 73
1050 3764 79
1050 2128 88
1050 1595 98
1051 4111 47
1051 4184 36
1051 3413 25
1052 2669 51
1052 1305 9
1052 3513 46
1053 4064 10
1053 790 27
1053 300 81
1054 4561 47
1054 4527 33
1054 312 42
1055 1833 74
1055 4586 57
1055 1163 67
1056 4953 9
1056 4391 16
1056 440 65
1057 2404 77
1057 2101 7
1057 3311 65
1058 564 36
1058 2715 54
1058 3156 77
1059 356 71
1059 2092 83
1059 983 58
1060 4644 10
1060 1821 53
1060 3616 13
1061 728 81
1061 4604 6
1061 545 62
1062 617 36
1062 1975 3
1062 4967 25
1063 2772 62
1063 556 41
1063 3486 50
1064 1203 99
1064 2650 77
1064 4272 63
1065 398 61
1065 4476 71
1065 1113 44
1066 1587 50
1066 4447 14
1066 4632 20
1067 777 12
1067 1924 72
1067 2738 21
1068 18 99
1068 178 90
1068 1293 31
1069 3151 30
1069 970 27
1069 4487 71
1070 514 38
1070 2682 5
1070 4812 80
1071 2256 74
1071 940 51
1071 4767 2
1072 4565 54
1072 1836 98
1072 2247 59
1073 4975 5
1073 1002 37
1073 1007 24
1074 3413 58
1074 4332 47
1074 4313 58
1075 1351 43
1075 284 35
1075 56 53
1076 2042 98
1076 1624 68
1076 2235 44
1077 3116 67
1077 2484 34
1077 1311 13
1078 3996 99
1078 820 53
1078 4796 25
1079 4238 4
1079 3309 57
1079 1185 12
1080 3729 89
1080 1933 77
1080 1254 96
1081 2925 76
1081 967 21
1081 4591 59
1082 726 56
1082 2239 85
1082 4045 38
1083 58 88
1083 4239 72
1083 11 6
1084 4199 2
1084 3353 33
1084 1723 36
1085 1176 32
1085 211 3
1085 3998 53
1086 1069 31
1086 4889 1
1086 3165 50
1087 3450 38
1087 2988 33
1087 2185 66
1088 4152 8
1088 3530 70
1088 1146 97
1089 1237 6
1089 3303 4
1089 3714 49
1090 1207 36
1090 4296 67
1090 3030 75
1091 3275 95
1091 2571 51
1091 3320 35
1092 312 53
1092 1030 23
1092 535 69
1093 333 57
1093 3414 73
1093 3404 55
1094 2239 44
1094 4675 45
1094 4902 65
1095 1701 80
1095 3505 84
1095 3000 17
1096 4947 75
1096 3780 62
1096 3737 28
1097 3296 99
1097 1914 14
1097 1094 94
1098 1382 77
1098 4222 20
1098 893 2
1099 3701 38
1099 2331 41
1099 4979 17
1100 1389 36
1100 2298 61
1100 4340 99
1101 1237 58
1101 4161 14
1101 3008 37
1102 2804 14
1102 615 6
1102 561 4
1103 280 20
1103 116 43
1103 420 43
1104 2354 65
1104 683 62
1104 1343 9
1105 2995 95
1105 2113 86
1105 164 3
1106 4727 79
1106 4000 8
1106 1929 3
1107 2965 73
1107 2472 70
1107 1646 47
1108 4458 9
1108 3806 43
1108 4766 80
1109 4522 30
1109 871 67
1109 4369 86
1110 594 68
1110 712 91
1110 4231 71
1111 399 55
1111 3583 40
1111 1555 8
1112 1751 1
1112 3197 86
1112 1179 28
1113 4975 76
1113 2072 63
1113 4060 53
1114 2703 87
1114 2550 80
1114 4404 61
1115 139 72
1115 2793 68
1115 2056 38
1116 269 51
1116 1494 4
1116 2393 92
1117 1197 96
1117 1674 11
1117 3058 2
1118 1023 29
1118 3452 61
1118 3440 22
1119 4875 36
1119 1796 24
1119 3608 47
1120 1785 57
1120 4904 80
1120 2444 2
1121 2149 71
1121 2440 87
1121 2743 4
1122 90 28
1122 42 44
1122 1945 90
1123 790 19
1123 2184 71
1123 3432 8
1124 2824 64
1124 4175 54
1124 1104 85
1125 2986 80
1125 4873 36
1125 1613 89
1126 4055 14
1126 696 58
1126 2849 55
1127 1245 69
1127 4849 84
1127 2449 62
1128 284 33
1128 4413 34
1128 3048 90
1129 207 34
1129 3808 51
1129 1769 40
1130 3190 36
1130 2360 14
1130 2479 91
1131 621 43
1131 61 73
1131 2998 6
1132 2623 95
1132 408 9
1132 4678 9
1133 2030 20
1133 1725 25
1133 4706 5
1134 920 81
1134 1076 27
1134 4587 84
1135 690 13
1135 1874 43
1135 681 71
1136 1204 37
1136 2310 2
1136 4806 41
1137 4831 8
1137 4797 37
1137 4958 63
1138 4017 81
1138 4289 78
1138 4569 9
1139 2837 68
1139 2116 43
1139 732 33
1140 2082 94
1140 16 28
1140 3780 27
1141 1906 71
1141 3619 22
1141 4008 34
1142 3424 26
1142 4361 62
1142 3763 49
1143 1123 22
1143 379 35
1143 2632 39
1144 3976 43
1144 4904 91
1144 3831 79
1145 838 16
1145 1174 64
1145 4874 89
1146 710 24
1146 1356 64
1146 3151 63
1147 3511 38
1147 4794 25
1147 4580 26
1148 4774 46
1148 3224 27
1148 2078 49
1149 619 35
1149 2484 32
1149 3947 49
1150 2705 32
1150 1654 46
1150 2363 49
1151 1090 4
1151 487 97
1151 2553 52
1152 1516 14
1152 2893 90
1152 1353 2
1153 4627 82
1153 288 96
1153 4014 92
1154 3774 12
1154 841 88
1154 3745 34
1155 3298 82
1155 1305 21
1155 4532 11
1156 465 43
1156 752 97
1156 1352 80
1157 2863 64
1157 1312 95
1157 1272 62
1158 1220 23
1158 4745 55
1158 4293 22
1159 969 55
1159 411 33
1159 3728 92
1160 2606 94
1160 4349 24
1160 3503 96
1161 4742 61
1161 3137 77
1161 4780 55
1162 362 55
1162 3610 62
1162 63 1
1163 2538 57
1163 177 18
1163 2978 51
1164 3951 98
1164 3687 88
1164 4354 24
1165 3099 19
1165 4384 18
1165 3291 12
1166 4726 8
1166 4384 83
1166 2854 11
1167 2259 53
1167 2387 59
1167 4328 32
1168 3216 58
1168 4587 32
1168 4369 4
1169 4621 93
1169 4888 11
1169 3830 29
1170 46 8
1170 2534 73
1170 1986 6
1171 3259 41
1171 4668 53
1171 2899 66
1172 4296 73
1172 4337 48
1172 2932 72
1173 1192 34
1173 2942 13
1173 1867 25
1174 397 77
1174 3429 55
1174 3656 98
1175 151 80
1175 2886 57
1175 4477 98
1176 1906 63
1176 4288 24
1176 3124 28
1177 2043 81
1177 3888 53
1177 329 96
1178 142 56
1178 1486 38
1178 4251 85
1179 3900 16
1179 3345 41
1179 1410 49
1180 3951 48
1180 3368 73
1180 2251 10
1181 749 66
1181 4208 84
1181 3019 67
1182 935 63
1182 568 82
1182 630 99
1183 98 42
1183 3205 27
1183 563 40
1184 529 64
1184 3901 66
1184 2458 63
1185 3406 82
1185 3709 31
1185 1133 12
1186 1660 70
1186 814 16
1186 3484 50
1187 977 86
1187 1300 27
1187 159 34
1188 2341 59
1188 3479 37
1188 2545 26
1189 498 43
1189 2845 3
1189 4358 84
1190 1029 45
1190 1922 81
1190 959 12
1191 165 71
1191 3135 14
1191 145 6
1192 2056 65
1192 1236 15
1192 2201 56
1193 2565 27
1193 3275 44
1193 2649 86
1194 4836 16
1194 4613 83
1194 477 89
1195 775 67
1195 1955 41
1195 867 45
1196 663 42
1196 4711 90
1196 4144 44
1197 2341 13
1197 3902 60
1197 1747 78
1198 2261 14
1198 1850 73
1198 2108 34
1199 3734 7
1199 2368 34
1199 2728 14
1200 2994 86
1200 555 17
1200 1471 90
1201 26 5
1201 1433 84
1201 884 10
1202 3936 71
1202 1396 17
1202 2124 19
1203 1335 87
1203 2938 21
1203 2821 49
1204 4719 36
1204 1110 85
1204 4566 11
1205 2763 66
1205 2229 49
1205 2660 11
1206 3788 22
1206 734 87
1206 4228 98
1207 3605 40
1207 2199 20
1207 1954 49
1208 4405 98
1208 2540 44
1208 3301 95
1209 1871 9
1209 2749 54
1209 2445 27
1210 4039 35
1210 3954 25
1210 1281 97
1211 4461 7
1211 975 25
1211 4187 36
1212 816 80
1212 4730 28
1212 619 61
1213 4386 19
1213 3296 2
1213 468 20
1214 3887 44
1214 4819 19
1214 4475 11
1215 3690 76
1215 3578 93
1215 3212 31
1216 2685 50
1216 986 32
1216 1748 74
1217 3622 9
1217 2955 61
1217 1274 13
1218 2925 73
1218 2330 60
1218 3649 46
1219 3954 84
1219 3131 1
1219 3199 65
1220 938 61
1220 84 51
1220 4077 18
1221 3857 33
1221 4262 53
1221 10 47
1222 3243 75
1222 1935 30
1222 4267 71
1223 3779 95
1223 882 71
1223 3458 27
1224 3965 81
1224 647 94
1224 648 84
1225 588 20
1225 4399 83
1225 3886 54
1226 865 18
1226 180 74
1226 3852 95
1227 3670 98
1227 346 32
1227 2456 34
1228 3118 64
1228 1535 48
1228 4046 76
1229 1840 52
1229 569 44
1229 1629 87
1230 199 17
1230 1181 75
1230 1949 86
1231 3424 33
1231 4194 39
1231 2242 69
1232 4825 80
1232 4175 34
1232 354 70
1233 558 25
1233 2520 91
1233 1770 90
1234 3970 94
1234 1024 16
1234 856 87
1235 4581 71
1235 761 11
1235 691 8
1236 1847 83
1236 1119 20
1236 2340 60
1237 3588 76
1237 1680 41
1237 4479 84
1238 1227 31
1238 3494 90
1238 3699 30
1239 420 4
1239 1392 95
1239 846 92
1240 823 100
1240 4099 53
1240 3890 52
1241 3422 54
1241 1922 92
1241 3030 8
1242 1233 4
1242 1003 34
1242 631 12
1243 1881 6
1243 3441 6
1243 3776 81
1244 1630 85
1244 1392 79
1244 4983 9
1245 3790 76
1245 2556 68
1245 195 89
1246 2468 45
1246 4990 63
1246 4251 71
1247 4701 93
1247 1008 13
1247 3863 70
1248 2268 91
1248 425 69
1248 303 84
1249 1613 100
1249 1407 70
1249 1167 10
1250 571 28
1250 4798 44
1250 657 62
1251 748 95
1251 4042 24
1251 4076 10
1252 883 64
1252 1111 52
1252 635 65
1253 1688 91
1253 2406 39
1253 1615 61
1254 4599 81
1254 3306 75
1254 313 20
1255 3460 6
1255 4394 7
1255 4117 11
1256 1715 36
1256 2582 3
1256 1354 35
1257 3043 15
1257 2865 62
1257 1388 100
1258 3418 47
1258 4598 91
1258 306 59
1259 2055 65
1259 2035 49
1259 283 23
1260 3355 16
1260 3697 58
1260 3808 54
1261 659 74
1261 302 52
1261 1888 55
1262 3087 22
1262 327 11
1262 1358 49
1263 955 36
1263 3459 24
1263 569 39
1264 4695 59
1264 2960 95
1264 4499 47
1265 3495 53
1265 264 55
1265 1914 9
1266 4975 63
1266 3529 54
1266 797 66
1267 1920 4
1267 2934 19
1267 3204 61
1268 3720 28
1268 2229 37
1268 4605 51
1269 4909 20
1269 1470 48
1269 1386 79
1270 2478 93
1270 2459 37
1270 1800 52
1271 4731 4
1271 4931 98
1271 2261 34
1272 2798 88
1272 4172 36
1272 4962 65
1273 1837 8
1273 33 15
1273 2630 37
1274 1035 10
1274 1594 12
1274 4997 91
1275 498 38
1275 393 14
1275 3579 65
1276 1970 97
1276 328 41
1276 1272 82
1277 2133 68
1277 1493 1
1277 1242 88
1278 3862 61
1278 3268 9
1278 399 91
1279 719 3
1279 4266 88
1279 3101 39
1280 987 39
1280 3824 4
1280 2709 100
1281 228 68
1281 1118 9
1281 1023 96
1282 41 97
1282 4282 48
1282 3720 45
1283 3116 39
1283 1580 52
1283 2698 15
1284 2612 43
1284 3531 96
1284 169 35
1285 2902 63
1285 1412 99
1285 2160 22
1286 1829 2
1286 756 34
1286 3363 20
1287 1535 51
1287 4328 1
1287 4704 16
1288 4218 18
1288 1870 53
1288 3217 11
1289 3081 85
1289 2593 11
1289 1442 78
1290 2103 100
1290 4620 26
1290 2761 29
1291 4527 82
1291 4695 81
1291 4165 1
1292 2092 24
1292 3223 8
1292 4989 42
1293 4359 64
1293 2752 2
1293 3956 41
1294 4548 11
1294 1933 88
1294 4912 68
1295 377 61
1295 4933 90
1295 2072 69
1296 865 89
1296 1559 74
1296 241 6
1297 780 7
1297 2408 2
1297 3674 32
1298 931 29
1298 1810 51
1298 1117 38
1299 128 54
1299 1437 67
1299 3092 39
1300 2959 33
1300 2508 47
1300 3490 39
1301 1516 60
1301 896 13
1301 2825 12
1302 2275 26
1302 858 48
1302 2962 72
1303 954 9
1303 2620 69
1303 4594 58
1304 1793 72
1304 1429 58
1304 2832 35
1305 1492 78
1305 3722 69
1305 3132 66
1306 44 41
1306 3007 16
1306 486 42
1307 2399 9
1307 4753 73
1307 3771 52
1308 3553 3
1308 3114 61
1308 4828 51
1309 4386 19
1309 4045 42
1309 744 87
1310 3043 100
1310 3134 30
1310 4929 12
1311 3082 27
1311 3229 38
1311 4566 82
1312 4591 1
1312 314 27
1312 2127 5
1313 634 4
1313 1317 76
1313 564 16
1314 2257 22
1314 4133 35
1314 419 14
1315 2890 53
1315 4216 81
1315 861 19
1316 221 39
1316 4690 53
1316 2835 1
1317 4016 17
1317 1617 94
1317 2349 50
1318 400 97
1318 4575 73
1318 914 80
1319 2416 43
1319 4376 17
1319 3513 28
1320 3391 39
1320 4573 43
1320 990 25
1321 2052 7
1321 2572 77
1321 4376 61
1322 3978 50
1322 527 47
1322 3006 56
1323 2323 87
1323 305 22
1323 2366 10
1324 1027 37
1324 4501 72
