4096 24576
1142 3789 2
1142 3036 8
1142 2813 10
1143 1443 9
1143 1426 1
1143 3281 10
1143 3566 1
1143 3280 5
1143 3835 1
1143 2545 4
1144 1627 4
1144 1230 10
1144 2529 1
1144 2831 2
1144 4071 7
1144 975 1
1144 2329 2
1144 1016 6
1145 1995 4
1145 1584 2
1145 3436 8
1145 540 2
1145 3267 9
1145 211 2
1146 657 9
1146 3683 4
1146 3075 5
1146 4041 5
1146 498 3
1146 3189 1
1147 1738 7
1147 1929 5
1147 776 7
1148 1280 1
1148 3997 4
1148 2958 2
1148 1564 10
1148 2375 4
1148 3536 6
1148 2832 5
1148 3732 9
1149 1368 5
1149 428 7
1149 2208 8
1149 3588 2
1149 278 5
1150 1875 5
1150 261 2
1150 3375 9
1150 3267 9
1150 1845 7
1150 780 9
1150 3185 5
1151 2191 2
1151 1078 2
1151 2833 9
1151 3954 7
1152 3592 4
1152 877 6
1152 486 10
1152 420 10
1152 1564 3
1152 3518 4
1153 3898 7
1153 3228 1
1153 972 7
1153 2566 4
1153 3063 3
1153 3849 2
1153 477 4
1154 112 9
1154 36 8
1154 3299 9
1154 1266 3
1154 552 1
1155 1731 10
1155 944 6
1155 1160 4
1155 2160 5
1155 1836 1
1156 3098 5
1156 1702 6
1156 2884 3
1156 1573 10
1156 1829 4
1157 2323 5
1157 1910 4
1157 982 1
1157 3032 2
1157 2733 2
1157 339 4
1157 411 1
1157 2426 10
1157 1185 8
1158 28 2
1158 334 1
1158 1027 4
1158 3008 4
1158 2466 6
1158 144 7
1158 3098 8
1158 3518 4
1159 541 2
1159 872 8
1159 2515 2
1159 2123 9
1159 793 2
1160 2938 1
1160 1735 10
1160 854 3
1160 542 8
1160 1155 4
1160 3691 4
1160 3799 10
1160 835 3
1161 1495 8
1161 2996 1
1161 965 4
1161 2538 7
1161 138 5
1162 2403 4
1162 3501 6
1162 2046 5
1162 908 7
1162 1509 6
1162 3389 6
1163 3451 6
1163 230 3
1163 3665 9
1163 374 6
1163 3430 3
1163 1955 7
1163 1965 1
1164 4067 9
1164 3337 10
1164 1903 4
1165 61 6
1165 3001 8
1165 3400 9
1165 1552 4
1165 2890 6
1165 2014 3
1165 3231 9
1165 732 2
1166 1638 5
1166 3526 5
1166 3355 6
1166 806 8
1166 3530 9
1166 2698 9
1166 993 6
1166 2242 4
1166 3945 8
1166 2827 7
1167 1787 3
1167 2816 2
1167 3444 10
1168 1199 9
1168 964 10
1168 3934 8
1168 2028 6
1168 2205 10
1168 928 3
1169 72 1
1169 1366 7
1169 2770 10
1169 3320 3
1169 3434 9
1169 268 10
1170 1259 6
1170 3804 4
1170 2391 5
1170 2655 9
1170 261 5
1170 2951 1
1170 3333 2
1170 2649 2
1171 1383 10
1171 3011 6
1171 3529 10
1171 262 9
1171 2760 3
1172 2393 3
1172 992 3
1172 744 7
1172 2178 3
1172 3969 8
1172 3762 1
1172 946 3
1173 3910 1
1173 1213 8
1173 230 7
1173 3888 5
1173 1082 5
1174 2835 3
1174 3770 7
1174 2887 6
1174 1892 1
1175 2151 3
1175 2481 9
1175 2803 10
1175 563 5
1175 1125 9
1175 728 2
1175 3036 5
1175 2200 3
1175 94 10
1176 2274 8
1176 15 1
1176 430 5
1176 1112 9
1176 285 4
1176 1846 6
1176 2473 5
1176 1890 4
1176 1992 2
1176 340 1
1177 97 10
1177 2422 6
1177 1589 6
1177 1530 4
1177 1777 5
1177 104 2
1178 3022 9
1178 51 2
1178 2948 1
1178 2136 9
1178 1652 8
1179 1034 8
1179 817 8
1179 3157 8
1179 2614 3
1180 3735 10
1180 2900 10
1180 4014 6
1180 311 5
1180 4075 1
1180 3524 9
1180 2788 3
1180 2604 5
1180 2365 7
1180 3145 9
1180 874 9
1180 3140 6
1181 3587 6
1181 454 8
1181 1569 10
1181 690 10
1181 487 1
1181 1516 2
1181 3034 1
1181 3883 5
1182 2120 3
1182 3346 4
1183 3525 5
1183 2542 7
1183 3544 10
1184 2820 6
1184 3519 8
1185 96 4
1185 3883 7
1185 3115 2
1185 2645 8
1185 735 10
1185 1023 7
1185 3211 1
1185 3155 9
1185 1157 8
1185 2861 6
1185 1951 6
1186 836 4
1186 705 7
1186 4090 1
1186 1653 9
1186 3096 9
1186 463 8
1186 2961 10
1186 771 1
1186 1297 6
1186 3135 4
1186 865 7
1186 3926 8
1187 2438 7
1187 0 5
1187 1622 2
1187 1711 7
1187 3380 9
1187 967 6
1188 1702 5
1188 3013 5
1188 3885 4
1188 3042 5
1188 3200 8
1188 627 2
1188 2182 6
1188 586 8
1188 2083 10
1189 3043 2
1189 1938 8
1189 2783 10
1189 1891 1
1189 2245 8
1189 4068 7
1189 1064 3
1189 1700 4
1189 1970 4
1189 1818 3
1189 3096 6
1189 969 7
1190 550 10
1190 53 4
1190 1766 1
1190 2308 9
1190 534 2
1190 3906 8
1190 1279 5
1190 3918 4
1191 432 6
1191 936 5
1191 240 2
1191 2454 5
1191 2711 4
1192 1968 5
1192 3954 1
1192 2262 9
1192 299 5
1193 3757 8
1193 455 2
1193 3607 5
1193 3765 8
1193 3919 10
1193 2766 2
1193 2870 8
1194 845 7
1194 3687 4
1194 1119 8
1195 3413 8
1195 3969 5
1195 3192 9
1195 2188 5
1196 1756 2
1196 2089 7
1196 2293 8
1196 2774 5
1196 2074 2
1196 533 2
1196 3081 2
1196 2759 9
1197 467 5
1197 1546 6
1197 3195 8
1198 48 2
1198 2498 6
1198 1850 4
1198 1870 2
1199 3295 6
1199 1997 5
1199 3000 9
1199 1168 9
1199 904 3
1200 263 3
1200 1497 8
1200 227 10
1200 3893 3
1200 2863 7
1200 1361 9
1200 2345 3
1201 1367 3
1201 3590 2
1201 1776 1
1201 379 1
1201 221 7
1202 3299 1
1202 573 3
1202 48 2
1202 2177 6
1202 1485 7
1202 1889 10
1202 1443 5
1203 313 3
1203 2093 9
1203 1254 4
1204 3912 1
1204 809 4
1204 940 10
1204 1804 8
1204 2271 3
1204 1416 4
1204 1500 5
1204 1392 2
1204 194 3
1204 2746 9
1205 2724 6
1205 2185 9
1205 66 5
1205 1306 4
1205 2646 5
1205 922 3
1205 123 9
1205 3413 5
1206 2813 9
1206 1778 5
1206 1907 8
1207 564 8
1207 2539 9
1207 869 2
1207 1251 4
1207 3291 8
1207 2513 7
1207 3115 9
1207 1125 2
1208 2143 5
1208 242 7
1208 83 5
1208 3453 8
1208 85 1
1208 2734 2
1208 512 6
1208 2486 9
1208 3014 1
1208 477 3
1208 2338 2
1209 3110 5
1209 1220 1
1210 581 8
1210 1492 9
1210 3588 10
1210 3617 8
1210 472 6
1210 60 7
1210 2922 4
1210 2516 5
1211 724 3
1211 215 3
1211 90 8
1211 2686 5
1211 3807 5
1211 3392 1
1212 2021 9
1212 19 6
1212 1037 9
1212 2861 4
1212 3148 2
1212 432 4
1213 1173 8
1213 3121 5
1213 2566 6
1213 1968 10
1213 2094 2
1213 604 4
1213 1384 1
1213 169 9
1213 302 7
1214 254 4
1214 2904 5
1214 145 2
1214 4 2
1215 995 4
1215 3739 1
1215 3665 5
1215 1737 9
1215 1416 6
1215 174 5
1215 871 4
1215 667 1
1215 4011 5
1215 896 2
1215 2247 8
1216 2252 3
1216 2656 2
1216 2104 1
1216 169 8
1216 327 2
1216 1791 10
1217 1561 8
1217 3759 4
1217 743 9
1217 1125 10
1218 3357 9
1218 3114 9
1218 2583 7
1218 725 10
1218 1940 7
1219 3874 8
1219 1521 2
1219 1673 9
1219 753 4
1220 3418 5
1220 2984 2
1220 1502 7
1220 3818 3
1220 2957 5
1220 1209 1
1220 2764 9
1220 3916 4
1220 268 9
1221 1777 2
1222 1827 4
1222 3680 9
1222 3945 7
1222 533 5
1222 2775 8
1222 2880 9
1222 2636 8
1222 2401 3
1222 2517 2
1222 3195 9
1223 2959 8
1223 355 8
1223 703 5
1223 2513 8
1224 1113 6
1224 881 3
1224 505 3
1224 3941 8
1224 1304 10
1224 2610 2
1224 3170 7
1224 112 6
1225 1002 7
1225 1582 7
1225 853 8
1225 135 9
1225 2418 9
1225 149 4
1225 3195 1
1226 3857 2
1226 701 10
1226 3513 4
1226 3004 6
1226 3643 4
1226 3163 5
1226 1100 2
1226 810 10
1227 3498 10
1227 1793 8
1227 3248 4
1227 3043 2
1227 637 9
1227 1930 8
1227 1924 9
1227 141 1
1227 880 8
1228 1345 8
1228 604 4
1228 2442 8
1228 879 6
1229 2970 8
1229 3477 4
1229 269 6
1230 719 3
1230 2915 2
1230 1144 10
1230 3399 7
1230 3813 9
1230 915 3
1231 2708 9
1231 1565 1
1231 3066 7
1231 2478 4
1231 3048 7
1232 1340 4
1232 2150 2
1232 1241 6
1232 1247 2
1232 3721 2
1232 2853 8
1232 613 10
1233 642 3
1233 2411 9
1233 1623 6
1233 1522 9
1233 3000 5
1233 235 2
1233 98 6
1233 538 8
1233 1609 10
1234 2392 8
1234 1724 10
1234 178 9
1234 1825 10
1234 787 6
1234 542 5
1234 3492 6
1234 1480 6
1235 1532 8
1235 1512 1
1235 2820 6
1235 3357 6
1235 105 7
1235 2710 5
1236 3553 4
1236 925 9
1236 2745 3
1236 3180 5
1236 750 2
1236 3860 5
1236 3783 2
1236 1058 8
1236 3367 2
1236 1284 1
1237 1993 7
1237 4040 9
1237 3683 6
1237 116 5
1237 1362 1
1237 2484 6
1237 199 3
1237 1447 10
1238 1710 5
1238 2240 1
1238 470 5
1238 2704 1
1238 3296 1
1238 297 2
1238 1007 2
1238 1796 3
1238 842 3
1238 1976 10
1238 3880 9
1238 2491 8
1238 1334 10
1239 2149 1
1239 1534 6
1239 2323 9
1239 1435 2
1240 1619 1
1240 3436 5
1240 2073 5
1240 2741 7
1240 108 3
1240 1309 7
1241 38 3
1241 3474 10
1241 495 1
1241 1232 6
1241 2524 2
1241 648 7
1241 3154 8
1242 1669 10
1242 1009 4
1242 999 10
1242 2451 10
1242 2534 2
1242 216 7
1242 2487 8
1242 3495 6
1242 2558 6
1242 3902 7
1243 2454 3
1243 2625 2
1243 2715 3
1243 3779 9
1243 2179 8
1243 3318 4
1243 1567 9
1244 508 8
1244 1481 9
1244 3080 6
1244 2339 7
1245 836 5
1245 22 8
1245 3879 7
1246 3326 9
1246 2984 2
1246 2428 1
1247 151 1
1247 1614 2
1247 1930 9
1247 2412 3
1247 1842 4
1247 3349 1
1247 1232 2
1247 3240 8
1247 4036 10
1247 2171 8
1248 3873 10
1248 212 9
1248 2231 10
1248 468 2
1248 2121 10
1249 2691 1
1249 3477 6
1249 3542 8
1249 634 8
1249 3735 9
1249 198 9
1250 2641 1
1250 128 4
1250 2774 1
1250 263 3
1250 3531 5
1250 782 4
1251 2886 3
1251 1207 4
1251 2718 3
1252 394 3
1252 2200 7
1252 857 3
1252 2340 9
1252 3493 1
1252 1822 1
1252 2077 7
1253 295 4
1253 2825 6
1253 505 7
1253 3461 7
1253 670 9
1253 1836 2
1253 573 10
1253 182 5
1253 391 3
1254 982 2
1254 2516 2
1254 2574 5
1254 1203 4
1254 3513 6
1255 3486 3
1255 2267 4
1255 3695 9
1255 2363 1
1255 2244 8
1255 3503 7
1255 3423 3
1255 3999 3
1256 2658 7
1256 3913 6
1256 2541 3
1256 3290 5
1256 1114 6
1256 3576 4
1256 3647 4
1257 1646 3
1257 2216 2
1257 2457 9
1257 3703 5
1257 2746 5
1257 3376 3
1257 659 7
1258 2114 10
1258 1343 9
1258 2086 4
1258 3319 3
1258 2971 6
1258 4005 4
1258 1375 6
1259 1170 6
1259 3319 2
1259 3937 4
1259 2050 4
1259 662 2
1260 854 2
1260 3402 4
1260 451 10
1260 3349 3
1260 2126 3
1261 143 10
1261 2287 2
1261 2887 3
1261 593 1
1261 1032 1
1261 1656 2
1262 594 7
1262 1989 1
1262 1128 10
1262 3319 7
1262 1998 5
1262 3071 7
1262 2069 10
1263 1554 3
1263 1792 4
1263 115 7
1263 2918 9
1263 2782 4
1263 3855 8
1264 345 7
1264 2797 2
1264 2905 4
1264 3841 5
1264 3733 2
1264 255 6
1265 3498 4
1265 1095 3
1265 3065 5
1265 3957 2
1265 2924 3
1265 823 4
1265 650 10
1265 2729 2
1265 3253 3
1265 1513 9
1266 2839 6
1266 1538 6
1266 3243 7
1266 1154 3
1266 801 10
1266 2688 10
1267 762 4
1267 600 7
1267 2105 7
1267 2626 6
1268 128 1
1268 1377 1
1268 2296 9
1268 2118 10
1268 3178 7
1269 3396 7
1269 3852 4
1269 666 5
1269 1785 7
1269 1105 3
1269 3982 7
1269 1368 10
1269 631 8
1270 1472 5
1270 1935 9
1270 754 1
1270 2291 6
1270 2324 9
1270 804 4
1271 3661 7
1271 3148 9
1271 1855 10
1271 1930 6
1271 3434 2
1271 3554 6
1271 3591 10
1271 2791 6
1272 2845 2
1272 2105 3
1272 2015 5
1272 3662 1
1272 219 4
1272 116 6
1272 852 3
1272 957 7
1272 2338 7
1273 3987 5
1273 2602 6
1274 3737 4
1274 3056 4
1274 2303 5
1275 3697 10
1275 2528 6
1275 2937 3
1275 3162 9
1275 1836 3
1275 3827 8
1275 1876 8
1275 3800 7
1275 1712 5
1276 1305 5
1276 3222 1
1276 209 8
1276 1320 6
1277 981 3
1277 3637 5
1277 1975 9
1277 647 1
1278 792 7
1278 1507 2
1278 3234 2
1278 1938 10
1278 1483 4
1278 3101 1
1279 3970 4
1279 1582 7
1279 3444 1
1279 2949 3
1279 1013 7
1279 1190 5
1280 1148 1
1280 1817 1
1280 3502 3
1280 323 10
1280 3436 8
1280 1119 1
1280 3362 2
1280 2291 7
1280 1896 8
1281 2170 10
1281 1342 6
1281 454 6
1281 2343 9
1281 963 9
1281 1075 5
1282 1703 2
1282 478 4
1282 4009 10
1283 593 5
1283 2653 6
1283 2372 7
1283 3176 7
1284 1526 3
1284 4082 3
1284 2465 6
1284 748 10
1284 880 7
1284 3472 7
1284 1581 7
1284 2809 10
1284 1236 1
1284 3494 3
1284 4079 4
1284 3407 2
1285 3818 2
1285 2293 5
1285 3369 3
1285 2813 2
1286 1801 6
1286 59 10
1286 198 1
1286 3992 9
1287 2334 6
1287 236 1
1287 244 6
1287 3316 5
1287 2990 6
1287 3544 9
1288 479 3
1288 833 6
1288 2926 6
1288 245 5
1288 2019 4
1288 2979 7
1288 2851 5
1289 1305 10
1289 53 6
1289 2415 9
1290 1931 5
1291 3764 2
1291 2032 1
1291 2663 2
1291 1748 8
1291 947 6
1291 2500 2
1291 2854 8
1292 418 4
1292 3297 3
1293 513 5
1293 2257 10
1293 4082 1
1293 1 8
1294 1076 7
1294 2937 7
1294 1751 8
1295 3295 1
1295 3346 4
1295 1350 4
1295 495 10
1295 2518 9
1296 398 9
1296 3429 3
1296 3256 4
1296 3573 7
1296 305 1
1296 3082 7
1296 1754 9
1296 1465 5
1296 2276 2
1297 3530 5
1297 2678 8
1297 1407 5
1297 2504 9
1297 1186 6
1297 3854 2
1297 2879 3
1297 1378 10
1298 871 1
1298 2331 8
1298 3056 3
1298 2363 9
1298 1795 5
1298 189 2
1298 3143 5
1298 2159 4
1298 2537 8
1299 2757 6
1299 348 5
1299 2527 9
1299 1724 1
1299 3451 8
1299 2327 7
1299 584 6
1299 342 9
1300 2580 6
1300 2925 4
1300 641 6
1300 4050 10
1300 1828 1
1300 3155 8
1301 181 8
1301 178 10
1302 1668 1
1302 3853 1
1302 2350 3
1302 65 4
1303 1608 3
1303 2429 8
1303 118 10
1303 1882 3
1303 3825 1
1303 855 1
1303 2590 2
1303 1762 6
1304 893 3
1304 2457 3
1304 1224 10
1304 3890 10
1304 114 1
1305 1276 5
1305 2060 8
1305 3195 4
1305 3085 1
1305 2277 7
1305 861 10
1305 1500 7
1305 2524 7
1305 1289 10
1306 3868 6
1306 1205 4
1306 1915 2
1307 2565 9
1307 2526 6
1307 288 8
1307 2945 3
1307 1622 5
1307 1458 5
1307 2813 3
1307 3097 4
1307 2671 9
1307 2965 6
1308 2969 5
1308 3544 4
1309 786 4
1309 2405 5
1309 1560 1
1309 1605 2
1309 1240 7
1309 3215 10
1309 237 5
1309 3595 10
1310 3233 5
1310 443 8
1310 2368 6
1310 345 8
1310 2747 6
1310 1713 3
1311 680 9
1311 815 8
1311 2224 9
1311 2214 2
1311 623 10
1311 2742 6
1311 1951 5
1312 2759 7
1312 130 9
1312 2820 4
1312 2879 5
1313 1896 8
1313 1725 3
1313 4080 8
1313 362 2
1313 2954 1
1313 1689 3
1313 2461 4
1314 3068 8
1314 156 7
1314 237 1
1315 2958 7
1315 2694 2
1315 1914 6
1315 2391 3
1315 3577 6
1315 2343 8
1316 1681 4
1316 2299 3
1316 2720 2
1316 2622 6
1316 3710 2
1316 2106 1
1316 3216 10
1316 3716 3
1317 524 1
1317 123 6
1317 328 8
1317 3297 10
1317 527 9
1317 2020 7
1318 2610 10
1318 3599 8
1318 2014 3
1318 1796 3
1318 947 9
1318 1644 8
1318 3298 1
1318 203 10
1318 1728 1
1318 1879 9
1318 2273 10
1319 2632 6
1319 2498 1
1319 3808 2
1319 3092 2
1319 2795 2
1319 460 9
1320 3496 8
1320 568 10
1320 2417 7
1320 230 3
1320 741 4
1320 2318 5
1320 2703 7
1320 1276 6
1320 1134 2
1321 2665 4
1321 3746 2
1321 1546 9
1321 1687 4
1322 2365 2
1322 2681 1
1323 3724 7
1323 483 5
1323 3656 3
1323 3289 8
1323 1582 4
1323 478 7
1323 60 7
1324 3636 9
1324 2142 3
1324 2531 8
1324 3973 5
1324 2122 5
1325 272 5
1325 1378 5
1325 634 9
1325 1973 5
1325 2293 8
1326 173 10
1326 3989 1
1326 3287 6
1326 984 6
1326 686 10
1326 664 3
1326 3921 9
1327 2940 9
1327 216 1
1327 902 1
1327 348 8
1327 1656 4
1327 709 2
1327 1518 8
1327 1756 1
1328 3267 6
1328 1794 7
1328 3961 7
1328 1596 5
1328 1725 9
1328 2792 5
1328 10 1
1329 2822 7
1329 3586 2
1329 3986 7
1329 3343 5
1330 2071 8
1330 2378 9
1330 2608 7
1330 2873 7
1331 589 5
1331 2954 2
1331 2562 5
1331 137 8
1331 619 1
1331 2262 10
1331 406 10
1331 2433 4
1331 3242 7
1331 3350 5
1331 1676 2
1332 2181 3
1332 2854 5
1332 1424 8
1332 1790 6
1332 1862 4
1332 56 1
1332 1118 9
1332 417 1
1332 2873 3
1332 3482 7
1332 1108 7
1333 3103 8
1333 2080 4
1333 3055 1
1333 864 3
1333 3334 6
1333 2351 5
1334 1335 9
1334 2175 5
1334 1751 1
1334 864 10
1334 1238 10
1334 3039 6
1335 3767 5
1335 1334 9
1335 3747 5
1335 271 1
1335 3364 3
1335 3302 8
1335 2454 5
1335 3737 1
1335 3664 2
1336 1568 2
1336 3853 6
1336 3464 1
1337 3464 2
1337 781 8
1337 1655 9
1337 293 5
1337 2728 6
1337 2496 3
1338 3812 2
1338 158 3
1338 200 5
1338 1915 7
1338 3365 8
1338 1803 10
1338 2644 9
1338 585 5
1338 19 6
1339 1802 5
1339 3980 8
1339 3278 2
1339 2766 1
1339 3032 7
1339 281 10
1340 1232 4
1340 965 1
1340 1054 8
1340 312 7
1341 2148 10
1341 2197 2
1341 3863 1
1341 4036 4
1341 1551 3
1341 2651 4
1342 1281 6
1342 4052 8
1342 2956 2
1342 156 7
1343 3504 4
1343 2777 3
1343 1258 9
1343 2271 8
1344 2162 7
1344 3594 2
1344 1735 8
1344 4085 7
1344 2516 7
1345 1228 8
1345 3534 6
1345 1860 9
1345 2620 9
1345 3304 2
1345 2466 8
1345 976 10
1345 969 4
1346 131 7
1346 1138 4
1346 2071 3
1346 3482 4
1346 567 3
1346 1497 5
1346 1373 10
1346 3594 7
1346 2551 9
1346 1982 7
1347 674 2
1347 1054 2
1347 1821 2
1347 1390 8
1347 2456 4
1348 3786 5
1348 2738 6
1348 3436 10
1348 2349 5
1349 382 5
1349 3676 6
1349 3791 4
1349 3447 5
1349 4019 7
1349 3866 10
1350 350 10
1350 3081 7
1350 3204 10
1350 3545 9
1350 332 7
1350 379 6
1350 1295 4
1351 1439 8
1351 1693 3
1351 3008 2
1351 1867 5
1351 2420 1
1351 470 8
1352 1832 3
1352 619 4
1352 1928 4
1353 3900 7
1353 1544 10
1353 1451 3
1353 3721 7
1353 1719 3
1353 112 8
1354 601 1
1354 3971 7
1354 2247 8
1354 1774 9
1354 2851 7
1355 3945 6
1355 3478 2
1355 2522 7
1355 3630 9
1355 303 4
1355 2171 1
1355 2024 2
1355 807 6
1355 474 4
1355 990 3
1356 85 10
1356 3668 4
1356 3823 9
1356 2731 9
1357 2748 7
1357 2283 10
1357 903 8
1357 1807 10
1357 1521 10
1357 3026 6
1358 2902 10
1358 219 10
1358 461 4
1358 166 8
1358 1065 4
1359 2325 3
1359 2922 3
1359 2572 7
1360 3034 4
1360 3694 10
1360 3552 7
1360 3554 4
1360 3189 10
1361 1805 2
1361 3953 9
1361 4033 7
1361 2154 6
1361 772 9
1361 7 1
1361 2616 10
1361 1200 9
1362 1237 1
1362 388 7
1362 2052 2
1362 2777 9
1362 3131 9
1362 97 1
1362 1592 2
1362 1940 1
1363 479 1
1363 2770 3
1363 970 3
1363 1553 7
1364 1531 3
1364 855 4
1364 2157 2
1364 3786 2
1365 3221 7
1365 2133 8
1365 1558 4
1365 2759 6
1366 2627 10
1366 603 1
1366 3477 5
1366 1714 2
1366 1945 5
1366 1936 10
1366 471 7
1366 363 9
1366 1169 7
1366 1871 5
1366 2078 3
1367 1201 3
1367 1098 7
1367 2291 4
1367 604 4
1367 3558 8
1367 472 8
1367 3770 3
1367 3595 5
1367 2432 6
1367 2848 2
1368 2941 2
1368 1473 2
1368 1149 5
1368 3522 8
1368 3365 9
1368 1269 10
1369 556 3
1369 2778 9
1369 955 3
1369 376 7
1369 160 1
1369 2626 2
1370 4069 7
1370 196 10
1370 805 1
1370 2185 5
1370 3577 8
1370 737 4
1370 230 2
1370 3555 4
1371 3601 3
1371 356 4
1371 952 2
1372 417 8
1372 838 3
1372 65 3
1372 3658 8
1373 3607 4
1373 3113 6
1373 984 1
1373 1346 10
1373 4080 7
1373 343 2
1374 838 6
1374 554 3
1374 2613 7
1374 2947 2
1374 3981 8
1375 2537 10
1375 2894 1
1375 3578 9
1375 3568 1
1375 2281 8
1375 3941 8
1375 1258 6
1375 1634 5
1375 3416 3
1376 2580 2
1376 4076 3
1376 3048 8
1377 1268 1
1377 236 4
1377 3117 9
1378 1713 1
1378 1325 5
1378 3635 1
1378 1436 8
1378 2985 10
1378 862 6
1378 2911 6
1378 1297 10
1378 2873 1
1379 2195 6
1379 1067 3
1379 2452 8
1379 2752 3
1379 198 9
1379 835 4
1380 311 1
1380 592 8
1380 3676 3
1380 1032 9
1380 1838 10
1380 1533 7
1380 2586 8
1381 2980 1
1381 2646 2
1381 4033 3
1381 4062 9
1381 2260 1
1382 964 6
1382 1067 5
1382 1824 5
1382 1485 9
1383 1171 10
1383 4033 3
1383 695 6
1383 2703 10
1383 4010 9
1383 3927 5
1383 2241 9
1384 1109 10
1384 3056 10
1384 3626 10
1384 61 9
1384 1710 10
1384 2030 7
1384 3077 3
1384 3519 7
1384 963 6
1384 2565 1
1384 1213 1
1385 1956 7
1385 3302 2
1385 2640 1
1385 734 4
1386 278 9
1386 1605 3
1386 3712 9
1386 79 10
1386 2378 4
1386 3653 1
1387 3507 6
1387 2289 1
1387 3629 6
1387 3080 8
1387 1135 5
1387 2556 9
1387 3448 3
1387 3102 2
1387 2958 1
1388 2878 9
1388 1598 4
1388 844 7
1388 3508 4
1388 2452 7
1388 305 5
1388 249 3
1388 337 8
1389 1641 6
1389 1915 9
1389 2099 8
1389 1124 5
1389 508 6
1389 3461 4
1389 2096 10
1389 607 7
1390 79 10
1390 1347 8
1390 2840 5
1390 2491 6
1391 2309 9
1391 3572 3
1391 3204 7
1391 1094 9
1391 2553 1
1391 2535 6
1392 2120 6
1392 2207 1
1392 1486 10
1392 1682 2
1392 2187 5
1392 3376 5
1392 1829 5
1392 1204 2
1392 4088 10
1393 3167 7
1394 2291 4
1394 921 3
1394 1800 10
1395 2773 4
1395 3553 8
1395 536 6
1395 1550 7
1395 1631 10
1395 3619 1
1395 809 3
1396 2196 6
1396 2749 3
1396 940 2
1396 582 8
1396 3589 1
1397 695 8
1397 3115 3
1397 2531 8
1397 1852 9
1398 2842 7
1398 295 6
1398 3658 5
1398 1991 1
1398 1042 9
1398 2772 1
1399 2378 2
1399 2002 9
1399 825 6
1400 2908 2
1400 3467 3
1400 410 6
1400 3261 7
1401 638 1
1401 4001 5
1401 316 4
1401 712 4
1402 3943 5
1402 1604 1
1402 2972 1
1402 385 4
1402 1485 1
1403 174 1
1403 3712 8
1403 2121 1
1403 2263 2
1403 3527 6
1404 790 2
1404 3648 5
1404 1447 4
1404 1069 1
1405 472 4
1405 966 9
1405 3321 4
1405 2305 8
1405 313 1
1406 3054 8
1406 2207 10
1406 623 3
1406 2843 1
1406 2223 3
1407 1297 5
1407 392 1
1407 2024 4
1408 760 3
1408 479 4
1408 2098 8
1408 3766 1
1408 3740 1
1408 793 10
1408 875 5
1409 734 3
1409 2361 9
1409 1495 1
1409 2583 9
1409 263 3
1410 3311 5
1410 3924 4
1410 767 2
1410 1096 8
1410 3657 5
1410 1454 5
1410 1506 1
1410 480 6
1410 908 10
1411 1903 4
1411 70 6
1411 1783 3
1411 3006 2
1411 2745 1
1411 2778 2
1412 2075 1
1412 2682 5
1412 3534 5
1413 1141 1
1413 3527 8
1413 818 1
1414 3067 9
1414 3208 2
1414 3677 4
1414 2850 8
1414 3719 7
1414 449 5
1415 3184 7
1415 1759 3
1415 3547 9
1415 1083 5
1416 3088 10
1416 2089 10
1416 1204 4
1416 1215 6
1416 700 3
1416 2188 3
1416 3500 4
1417 3283 2
1417 888 8
1417 971 3
1417 2164 10
1417 1459 4
1417 2657 10
1417 1880 5
1417 72 5
1418 3540 6
1418 2516 7
1418 3183 2
1418 3925 4
1418 187 10
1418 1757 4
1418 496 5
1419 1044 7
1419 1674 8
1419 1910 5
1419 898 10
1420 436 3
1420 2711 10
1420 3553 7
1420 2242 7
1420 4093 5
1421 314 7
1421 1779 1
1421 717 6
1421 2834 4
1421 53 5
1421 3642 9
1422 814 3
1422 2008 5
1422 3764 8
1422 1903 8
1422 3104 8
1422 2883 3
1423 1923 2
1423 668 3
1423 3264 7
1423 2084 9
1423 400 7
1423 37 5
1424 1332 8
1424 2382 1
1424 368 1
1424 2821 6
1424 308 10
1424 2080 4
1425 549 10
1425 3131 9
1425 3545 7
1425 809 1
1425 1002 6
1425 3954 2
1426 1143 1
1426 2762 10
1426 1695 1
1426 2516 6
1426 3886 2
1426 2544 4
1427 3984 3
1427 3258 10
1427 1750 6
1427 3175 7
1428 1876 9
1428 1631 9
1428 2125 6
1429 1821 10
1429 1693 3
1429 2199 8
1429 1857 8
1429 3561 9
1430 4041 6
1430 275 7
1430 3431 9
1430 1890 4
1431 3510 9
1431 1703 2
1431 2084 6
1431 1740 3
1431 584 2
1431 2044 6
1431 3370 8
1431 2047 4
1432 796 1
1432 3790 2
1433 2454 1
1433 751 1
1433 2693 9
1433 2581 9
1433 1504 9
1433 1132 3
1433 3271 8
1433 958 2
1434 1435 6
1434 3812 1
1434 2015 2
1434 457 3
1434 794 8
1435 3842 10
1435 3216 3
1435 2042 9
1435 1434 6
1435 1239 2
1435 2127 6
1436 1875 3
1436 944 6
1436 3891 4
1436 1378 8
1437 3079 4
1437 18 2
1437 3976 3
1437 1541 5
1437 3214 5
1438 3051 7
1438 3073 2
1438 1602 2
1438 3425 4
1439 1351 8
1439 1690 2
1439 1897 3
1439 1664 9
1439 3108 10
1439 3148 2
1439 1947 9
1440 1882 8
1440 2122 10
1440 637 4
1441 2600 9
1441 33 10
1441 740 6
1441 4052 2
1441 3853 2
1441 2945 10
1441 3184 10
